name: fx77w270s
Re: 1.000000e+06
Ncrit: 9
AoA_eps: 11.250000
CL_eps: 1.602300
CD_eps: 1.575000e-02
AoA_lift: 15.000000
CL_lift: 1.826600
CD_lift: 2.568000e-02
 alpha	CL	CD	Cm
-4.500000	-0.219900	0.014000	-0.022500
-4.250000	-0.193500	0.013690	-0.022500
-4.000000	-0.167700	0.013310	-0.022500
-3.750000	-0.142700	0.012820	-0.022500
-3.500000	-0.117400	0.012280	-0.022500
-3.250000	-0.092600	0.011600	-0.022500
-3.000000	-0.068700	0.010660	-0.022500
-2.750000	-0.041500	0.010220	-0.022700
-2.500000	-0.010100	0.010340	-0.023400
-2.250000	0.021800	0.010510	-0.024200
-2.000000	0.053200	0.010650	-0.024900
-1.750000	0.084800	0.010840	-0.025600
-1.500000	0.116600	0.011130	-0.026300
-1.250000	0.147600	0.011410	-0.026900
-1.000000	0.178800	0.011930	-0.027400
-0.750000	0.210000	0.012360	-0.028100
-0.500000	0.241900	0.012570	-0.028900
-0.250000	0.272700	0.012420	-0.029700
0.000000	0.304000	0.012420	-0.030500
0.250000	0.335300	0.012430	-0.031300
0.500000	0.366500	0.012440	-0.032100
0.750000	0.397800	0.012460	-0.032900
1.000000	0.429000	0.012490	-0.033800
1.250000	0.460200	0.012540	-0.034600
1.500000	0.491300	0.012590	-0.035400
1.750000	0.522400	0.012630	-0.036200
2.000000	0.553400	0.012670	-0.037100
2.250000	0.584400	0.012720	-0.037900
2.500000	0.615300	0.012760	-0.038700
2.750000	0.646200	0.012800	-0.039600
3.000000	0.677000	0.012840	-0.040400
3.250000	0.707700	0.012880	-0.041300
3.500000	0.738400	0.012920	-0.042100
3.750000	0.768800	0.012990	-0.042900
4.000000	0.799100	0.013100	-0.043700
4.250000	0.829000	0.013320	-0.044500
4.500000	0.858700	0.013600	-0.045300
4.750000	0.889000	0.013640	-0.046000
5.000000	0.919100	0.013680	-0.046800
5.250000	0.949200	0.013730	-0.047600
5.500000	0.979100	0.013780	-0.048300
5.750000	1.008900	0.013840	-0.049100
6.000000	1.038500	0.013820	-0.049800
6.250000	1.067900	0.013820	-0.050500
6.500000	1.097300	0.013830	-0.051200
6.750000	1.126600	0.013860	-0.051900
7.000000	1.155800	0.013910	-0.052600
7.250000	1.184800	0.013960	-0.053300
7.500000	1.213700	0.014020	-0.053900
7.750000	1.242300	0.014090	-0.054500
8.000000	1.270600	0.014170	-0.055000
8.250000	1.298500	0.014290	-0.055500
8.500000	1.326000	0.014500	-0.056000
8.750000	1.353300	0.014770	-0.056500
9.000000	1.380400	0.014840	-0.056800
9.250000	1.407300	0.014920	-0.057200
9.500000	1.433800	0.015010	-0.057500
9.750000	1.460000	0.015100	-0.057700
10.000000	1.485900	0.015210	-0.057900
10.250000	1.511300	0.015300	-0.058000
10.500000	1.536200	0.015380	-0.058000
10.750000	1.560100	0.015470	-0.057800
11.000000	1.582900	0.015580	-0.057500
11.250000	1.602300	0.015750	-0.056500
11.500000	1.618500	0.016050	-0.055100
11.750000	1.636000	0.016240	-0.053900
12.000000	1.655600	0.016460	-0.053100
12.250000	1.675700	0.016730	-0.052600
12.500000	1.695400	0.017020	-0.052100
12.750000	1.712600	0.017420	-0.051200
13.000000	1.725900	0.018040	-0.050000
13.250000	1.744300	0.018500	-0.049600
13.500000	1.763100	0.018960	-0.049300
13.750000	1.778700	0.019610	-0.048700
14.000000	1.790300	0.020510	-0.047800
14.250000	1.796900	0.021790	-0.046700
14.500000	1.812600	0.022640	-0.046500
14.750000	1.823500	0.023830	-0.046100
15.000000	1.826600	0.025680	-0.045300
15.250000	1.820600	0.028390	-0.044400
15.500000	1.826100	0.030310	-0.044300
15.750000	1.816700	0.033570	-0.043700
16.000000	1.786500	0.038760	-0.042400
16.250000	1.764900	0.043250	-0.041600
16.500000	1.729800	0.049060	-0.040500
16.750000	1.678100	0.056550	-0.039100
17.000000	1.646500	0.062320	-0.038500
17.250000	1.608700	0.068780	-0.037800
17.500000	1.579400	0.074530	-0.037500
17.750000	1.553400	0.079970	-0.037300
18.000000	1.530800	0.085190	-0.037400
18.250000	1.513100	0.089880	-0.037500
